订单号,客户,板件条码,板件备注,项目地址,房间,厚度,材质,高光板,颜色,板件名称,成品长度,成品宽度,数量,纹理,前封边,后封边,左封边,右封边,门板
250704-989,朗力,	7521087849908,,水仙苑72号,2楼北卧衣柜,18,橡胶木,非高光板,雾松,2楼北卧衣柜_柜A_开射灯孔，配射灯01,988,540,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087850287,,水仙苑72号,2楼北卧衣柜,18,橡胶木,非高光板,雾松,2楼北卧衣柜_柜A_收口条04_L收口辅板01,1670,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087850294,,水仙苑72号,2楼北卧衣柜,18,橡胶木,非高光板,雾松,2楼北卧衣柜_柜A_收口条04_L收口面板01,40,1670,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521946505853,,水仙苑72号,2楼北卧衣柜,18,橡胶木,非高光板,雾松,2楼北卧衣柜_柜A_收口条05_L收口辅板01,988,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521946505860,,水仙苑72号,2楼北卧衣柜,18,橡胶木,非高光板,雾松,2楼北卧衣柜_柜A_收口条05_L收口面板01,40,988,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087850713,,水仙苑72号,2楼北卧衣柜,18,橡胶木,非高光板,雾松,2楼北卧衣柜_柜A_收口条01_L收口辅板01,400,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087850492,,水仙苑72号,2楼北卧衣柜,18,橡胶木,非高光板,雾松,2楼北卧衣柜_柜A_收口条02_L收口辅板01,2358,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087850690,,水仙苑72号,2楼北卧衣柜,18,橡胶木,非高光板,雾松,2楼北卧衣柜_柜A_收口条03_L收口辅板01,1758,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087851857,,水仙苑72号,2楼北卧衣柜,18,橡胶木,非高光板,雾松,2楼北卧衣柜_柜A_背板01,304,383,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087864857,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_左立板01,2343,419,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087864888,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_右立板01,2343,419,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087864918,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_中立板01,2343,419,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087864963,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_顶板01,979,419,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087864987,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_顶板02,476,419,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865052,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_踢脚线01_踢脚线前挡板01,60,979,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865069,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_踢脚线01_踢脚线后挡板01,60,979,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865199,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_踢脚线01_踢脚线隔条01,60,352,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865205,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_踢脚线01_踢脚线隔条02,60,352,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865212,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_踢脚线01_踢脚线隔条03,60,352,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865229,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_踢脚线01_踢脚线隔条04,60,352,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865038,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_底板01,979,419,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865113,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_踢脚线02_踢脚线前挡板01,60,476,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865120,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_踢脚线02_踢脚线后挡板01,60,476,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865090,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_底板02,476,419,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865250,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_横隔板01,979,419,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865335,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_背板01,1116,979,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865373,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_背板02,2247,476,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865410,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_横隔板04,979,419,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865465,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_横隔板03,979,419,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865540,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_背板05,359,979,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865564,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_背板04,359,979,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865588,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_背板03,359,979,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865618,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_活动层板02,978,399,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865724,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_收口条02_L收口辅板01,1509,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087865731,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_收口条02_L收口面板01,40,1509,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087866226,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_横隔板05,476,399,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087866318,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_活动层板04,475,399,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087866400,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_横隔板02,476,399,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087866493,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_活动层板03,475,399,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087866738,,水仙苑72号,二楼南卧储物柜,18,橡胶木,非高光板,雾松,二楼南卧储物柜_柜A_活动层板01,475,399,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867278,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_左立板01,2346,329,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867308,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_中立板01,2386,329,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867346,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_右立板01,2346,329,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867377,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_中立板02,2386,329,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867421,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_顶板02,433,329,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867476,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_顶板01,433,329,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867544,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_踢脚线01_踢脚线前挡板01,60,433,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867551,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_踢脚线01_踢脚线后挡板01,60,433,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867520,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_底板01,433,329,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867605,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_踢脚线02_踢脚线前挡板01,60,433,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867612,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_踢脚线02_踢脚线后挡板01,60,433,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867582,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_底板02,433,329,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867674,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_背板02,2250,433,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867698,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_背板03,2250,433,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867711,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_背板04,2208,469,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867889,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_收口条02_L收口辅板01,451,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867896,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_收口条02_L收口面板01,40,451,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867865,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_收口条03_L收口辅板01,451,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087867872,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_收口条03_L收口面板01,40,451,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087868312,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_背板01,160,469,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087870148,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_横隔板05,433,309,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087870230,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_活动层板05,432,309,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087870285,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_横隔板03,433,309,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087870339,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_活动层板03,432,309,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087870384,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_活动层板01,432,309,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087870735,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_横隔板06,433,309,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087870780,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_活动层板06,432,309,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087870834,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_横隔板04,433,309,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087870889,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_活动层板04,432,309,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087870933,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_柜A_活动层板02,432,309,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087871343,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_圆弧模压面板_横隔板06,64,284,1,无纹理,0,0,0,1,非门板
250704-989,朗力,	7521087871350,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_圆弧模压面板_底板01,64,284,1,无纹理,0,0,0,1,非门板
250704-989,朗力,	7521087871428,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_圆弧模压面板_竖隔板01,2356,82,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087871435,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_圆弧模压面板_左立板01,2356,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087871633,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_圆弧模压面板_左立板02,2356,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087871770,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_圆弧模压面板_横隔板05,64,284,1,无纹理,0,0,0,1,非门板
250704-989,朗力,	7521087871817,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_圆弧模压面板_横隔板04,64,284,1,无纹理,0,0,0,1,非门板
250704-989,朗力,	7521087871855,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_圆弧模压面板_横隔板03,64,284,1,无纹理,0,0,0,1,非门板
250704-989,朗力,	7521087871893,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_圆弧模压面板_横隔板02,64,284,1,无纹理,0,0,0,1,非门板
250704-989,朗力,	7521087871930,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_圆弧模压面板_横隔板01,64,284,1,无纹理,0,0,0,1,非门板
250704-989,朗力,	7521087873941,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_左立板01,784,659,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087873989,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_右立板01,784,659,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874023,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_中立板01,784,659,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874115,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_踢脚线02_踢脚线隔条01,60,592,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874122,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_踢脚线02_踢脚线前挡板01,60,1123,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874139,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_踢脚线02_踢脚线后挡板01,60,1123,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874092,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_底板02,1123,659,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874184,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_踢脚线01_踢脚线前挡板01,60,548,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874191,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_踢脚线01_踢脚线后挡板01,60,548,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874160,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_底板01,548,659,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874252,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_背板01,706,548,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874313,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_横隔板01,1123,659,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874382,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_背板02,344,1123,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874405,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_背板03,344,1123,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874436,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_活动层板01,547,639,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087874689,,水仙苑72号,二楼南卧书柜,18,橡胶木,非高光板,雾松,二楼南卧书柜_地柜A_收口条01_L收口辅板01,784,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877215,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_右立板01,2208,580,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877246,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_左立板01,2208,580,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877314,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_顶板01,776,580,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877383,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_踢脚线01_踢脚线前挡板01,60,776,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877390,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_踢脚线01_踢脚线后挡板01,60,776,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877369,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_底板01,776,580,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877451,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_背板01,2112,776,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877482,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_横隔板01,776,562,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877574,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_横隔板02,776,562,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877666,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_收口条02_L收口辅板01,812,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087877673,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_收口条02_L收口面板01,40,812,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087878564,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜A_收口条01_L收口辅板01,2248,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087878397,,水仙苑72号,二楼南卧床头背景衣柜,18,橡胶木,非高光板,雾松,二楼南卧床头背景衣柜_柜C_右立板01,2208,580,1,无纹理,1,1,1,1,非门板
